,fluxes,equ,ec-code,kcat_MW,E
PUNP7_num1,0.0,h_c + pi_c + xtsn_c --> r1p_c + xan_c,2.4.2.1,327539.2228476859,0.0
FTCL,0.0,5fthf_c + atp_c --> adp_c + methf_c + pi_c,6.3.3.2,12461.22765374141,0.0
AADSACYCL,0.0,L2aadp6sa_c --> h2o_c + h_c + thp2c_c,,,
NMNR_num1,0.0,h2o_c + nmn_c --> h_c + pi_c + rnam_c,"3.1.3.5,3.1.4.16",285.7390256256276,0.0
NDPK7m,0.004349836494409992,atp_c + dcdp_c --> adp_c + dctp_c,2.7.4.6,10341.059768344583,4.206374000202034e-07
DCTUP,0.0,dctp_c + uri_c --> dcdp_c + ump_c,2.7.1.48,235.5308037943516,0.0
G1PTT,0.0,dttp_c + g1p_c --> dtdpglu_c + ppi_c,2.7.7.24,822.6436700328984,0.0
NDPK6,0.005731452868788697,atp_c + dudp_c --> adp_c + dutp_c,2.7.4.6,10341.059768344583,5.542423114440813e-07
DUTUP,0.0,dutp_c + uri_c --> dudp_c + ump_c,2.7.1.48,235.5308037943516,0.0
TRPS3,0.0,3ig3p_c --> g3p_c + indole_c,4.2.1.20,506.7299032387935,0.0
3NTD4pp_num1,0.0,3cmp_p_c + h2o_c --> cytd_c + h_c + pi_c,"3.1.3.5,3.1.4.16",285.7390256256276,0.0
DCTCP,0.0,cytd_c + dctp_c --> cmp_c + dcdp_c,2.7.1.48,235.5308037943516,0.0
DUTCP,0.0,cytd_c + dutp_c --> cmp_c + dudp_c,2.7.1.48,235.5308037943516,0.0
RAFH,0.0,h2o_c + raffin_c --> fru_c + melib_c,3.2.1.26,21152665.711651467,0.0
SKK,0.09491594381003562,atp_c + skm_c --> adp_c + skm5p_c,2.7.1.71,6977.130707087993,1.3603864940298671e-05
SHK3Dr,0.0,nadp_c + skm_c --> 3dhsk_c + h_c + nadph_c,1.1.1.25,5587.470089405225,0.0
R02423,0.0,alltt_c + h2o_c + 2.0 h_c --> co2_c + nh4_c + udg_c,3.5.3.9,1650.951251089319,0.0
R02425,0.0,alltn_c + h2o_c --> alltt_c + h_c,3.5.2.5,13106.249376297546,0.0
CDPGLC46DH,0.0,cdpglc_c --> cdp4dh6doglc_c + h2o_c,4.2.1.45,364.6830331913366,0.0
RMI,0.0,rmn_c --> rml_c,5.3.1.14,3093.8741292241334,0.0
RBK_L1,0.0,atp_c + rbl__L_c --> adp_c + ru5p__L_c,2.7.1.16,3480.2641324571478,0.0
MANAO,0.0,mana_c + nad_c --> fruur_c + h_c + nadh_c,1.1.1.57,,
DPR_num1,0.0,nadp_c + pant__R_c --> 2dhp_c + h_c + nadph_c,1.1.1.169,1821.5808265778849,0.0
PANTS,9.581438794249195e-05,ala_B_c + atp_c + pant__R_c --> amp_c + pnto__R_c + ppi_c,6.3.2.1,121.35010216661007,7.895698992567938e-07
DURIPP_num1,0.0,duri_c + h_c + pi_c --> 2dr1p_c + ura_c,2.4.2.1,327539.2228476859,0.0
DCYTD,0.0,dcyt_c + h2o_c + h_c --> duri_c + nh4_c,3.5.4.5,265.58694968339114,0.0
TMPHi,0.0,h2o_c + tmp_c --> h_c + pppi_c,,,
R02513,0.0,C03626_c + h2o_c --> citr__L_c + dma_c,3.5.3.18,51.97828440245087,0.0
LGTHL_num1,0.0,lgt__S_c --> gthrd_c + mthgxl_c,4.4.1.5,38285.3056074755,0.0
AMID2,0.0,h2o_c + h_c + pad_c --> nh4_c + pac_c,3.5.1.4,32004.76425620895,0.0
TARTRDH2,0.0,nad_c + tartr__M_c --> h_c + nadh_c + oxglyc_c,"1.1.1.83,4.1.1.73,1.1.1.93",9665.78023382614,0.0
ABUTD_num1,0.0,4abutn_c + h2o_c + nad_c --> 4abut_c + 2.0 h_c + nadh_c,1.2.1.3,92.7674482729905,0.0
TAGURr,0.0,altrn_c + nad_c --> h_c + nadh_c + tagur_c,1.1.1.58,,
PUNP2_num1,0.0,dad_2_c + h_c + pi_c --> 2dr1p_c + ade_c,2.4.2.1,327539.2228476859,0.0
BETALDHx,0.0,betald_c + h2o_c + nad_c --> glyb_c + 2.0 h_c + nadh_c,1.2.1.8,2694.559730622031,0.0
BETALDHy,0.0,betald_c + h2o_c + nadp_c --> glyb_c + 2.0 h_c + nadph_c,1.2.1.8,2694.559730622031,0.0
FBA2,0.0,f1p_c --> dhap_c + glyald_c,4.1.2.13,641.1286896635697,0.0
PEAMNOpp,0.0,h2o_c + o2_c + peamn_c --> h2o2_c + nh4_c + pacald_c,,,
R02630,0.0,man_c + pplhis_c --> man6p_c + phis__L_c,"2.7.1.69,2.7.3.9",1743.3935955167005,0.0
ACGK,0.0,acglu_c + atp_c + h_c --> acg5p_c + adp_c,2.7.2.8,8241.245197323104,0.0
R02662,0.0,dhlam_c + ibcoa_c --> 2mpdhl_c + coa_c,2.3.1.168,,
4HOXPACMON,0.0,4hoxpac_c + h_c + nadh_c + o2_c --> 34dhpacet_c + h2o_c + nad_c,1.14.14.9,15745.976551558735,0.0
M1PD,0.0,mnl1p_c + nad_c --> f6p_B_c + h_c + nadh_c,1.1.1.17,5943.8379437118065,0.0
NTD10_num1,0.0,h2o_c + xmp_c --> h_c + pi_c + xtsn_c,"3.1.3.5,3.1.4.16",285.7390256256276,0.0
SERH,0.015104719939284993,3ig3p_c + ser__L_c --> g3p_c + h2o_c + trp__L_c,4.2.1.20,506.7299032387935,2.9808226912882584e-05
R02727,0.0,h_c + pi_c + tre_c --> g1p_B_c + glc__D_c,2.4.1.8,1406.764964368736,0.0
PGMT_B,0.0,g1p_B_c --> g6p_B_c,5.4.2.6,3494.979340936625,0.0
DAPDA,0.11470097964687462,h2o_c + n6all26d_c --> 26dap_LL_c + ac_c,3.5.1.47,,
SDPDS_num1,0.0,h2o_c + sl26da_c --> 26dap_LL_c + succ_c,3.5.1.18,12343.010322666229,0.0
DAPE,0.11470097964687462,26dap_LL_c --> 26dap__M_c,5.1.1.7,4180.146949889472,2.7439461105525835e-05
G6PBDH,0.0,g6p_B_c + nadp_c --> 6pgl_c + h_c + nadph_c,1.1.1.49,81341.7567116886,0.0
G6PIh,0.0,g6p_A_c --> g6p_B_c,5.3.1.9,104978.12427074923,0.0
PGIA,7.568862992101159,g6p_A_c --> f6p_B_c,5.3.1.9,104978.12427074923,7.209943066405238e-05
PUNP6_num1,0.0,din_c + h_c + pi_c --> 2dr1p_c + hxan_c,2.4.2.1,327539.2228476859,0.0
PPM2,0.0,2dr1p_c --> 2dr5p_c,5.4.2.7,8665.00171050976,0.0
DRBK,0.0,atp_c + drib_c --> 2dr5p_c + adp_c,2.7.1.15,965.8775738035654,0.0
GLCRD,0.0,glcr_c --> 5dh4dglc_c + h2o_c,4.2.1.40,1543.8211116578234,0.0
TDPDRR,0.0,dtdprmn_c + nadp_c --> dtdp4d6dm_c + h_c + nadph_c,,655326.2121102215,0.0
2INSD,0.0,2ins_c --> dkdi_c + h2o_c,4.2.1.44,,
UAMAGS,0.02434867767140905,atp_c + glu__D_c + uama_c --> adp_c + h_c + pi_c + uamag_c,6.3.2.9,6826.353976348239,3.5668642082979683e-06
UAAGDS,0.02434867767140905,26dap__M_c + atp_c + uamag_c --> adp_c + h_c + pi_c + ugmd_c,6.3.2.13,245.7591734211439,9.90753563029123e-05
PSP_D,0.0,h2o_c + pser__D_c --> h_c + pi_c + ser__D_c,3.1.3.3,27118.5824810568,0.0
SHCHF,0.0,2.0 h_c + sheme_c --> fe2_c + scl_c,4.99.1.4,,
SPRMS,0.0,ametam_c + spmd_c --> 5mta_c + h_c + sprm_c,2.5.1.16,5147.9743155319875,0.0
URCN,0.0,4izp_c --> h2o_c + urcan_c,4.2.1.49,,
TYRTRSm_num1,0.0,atp_c + trnatyr_c + tyr__L_c --> amp_c + ppi_c + tyrtrna_c,6.1.1.1,222.66026948566738,0.0
BTDD-RR,0.0,23btdl_c + nad_c --> actn__R_c + h_c + nadh_c,1.1.1.4,1245.7160951141427,0.0
R02947,0.0,alac__S_c + h_c --> actn__R_c + co2_c,4.1.1.5,275.00959477919554,0.0
NNATr,0.004664796643207525,atp_c + nicrnt_c --> dnad_c + ppi_c,2.7.7.18,1148.210040293416,4.0626683964681875e-06
R03012,0.022715891728857542,histd_c + nad_c --> h_c + htdol__L_c + nadh_c,1.1.1.23,396.26413849439217,5.7325126152385885e-05
HPh,0.022715891728857542,h2o_c + hisp_c --> h_c + histd_c + pi_c,3.1.3.15,39938.64230772516,5.687697532087541e-07
RMK,0.0,atp_c + rml_c --> adp_c + rml1p_c,2.7.1.5,,
PNTK_num1,9.581438794249195e-05,atp_c + pnto__R_c --> 4ppan_c + adp_c,2.7.1.33,208.30112119252067,4.599801834668775e-07
R03024,0.0,HC01104_c + h2o_c --> 4nph_c + h_c + pi_c,3.1.3.1,85118.65175375926,0.0
ECOAH1_num1,0.011160818225677228,3hbcoa_c --> b2coa_c + h2o_c,4.2.1.17,145276.64500856024,7.682458680828973e-08
PTPATim,9.581438794249195e-05,atp_c + pan4p_c --> dpcoa_c + ppi_c,2.7.7.3,345.860809867049,2.7703164165758933e-07
ICHORT_num1,0.0,h2o_c + ichor_c --> 23ddhb_c + pyr_c,3.3.2.1,3307.817078233993,0.0
ALATRS,0.07421596846919398,ala__L_c + atp_c + trnaala_c --> alatrna_c + amp_c + ppi_c,6.1.1.7,242.23372205490662,0.00030638165421233794
R03050_num1,0.0,alac__S_c + thmpp_c --> 2ahethmpp_c + pyr_c,2.2.1.6,5343.961374926762,0.0
R03051,0.19572469409397794,alac__S_c + h_c + nadph_c --> DHAD1_c + nadp_c,1.1.1.86,177.01651894243844,0.001105686041411892
R03062,0.0,C00916_c + h2o_c --> C03112_c + ac_c + h_c,,96517.15674800843,0.0
DHPS,4.945358229554758e-05,4abz_c + 6hmhpt_c --> dhpt_c + h2o_c,2.5.1.15,8944.138036622728,5.5291613449003815e-09
DHPS2_1,0.0,4abz_c + 6hmhptpp_c --> dhpt_c + ppi_c,2.5.1.15,8944.138036622728,0.0
DHQS,0.09491594381003562,2dda7p_c --> 3dhq_c + h_c + pi_c,4.2.3.4,138327.17835377777,6.861698831684687e-07
DHQTi_num1,0.09491594381003562,3dhq_c --> 3dhsk_c + h2o_c,4.2.1.10,669.2911567858363,0.00014181562515461023
AMID3,0.0,h2o_c + iad_c --> ind3ac_c + nh4_c,3.5.1.4,32004.76425620895,0.0
UPP3S_1_num1,0.0,hmbil_c --> h2o_c + uppg3_c,"4.2.1.75,2.1.1.107",568.7990104628341,0.0
R03172,0.0,fad_c + m2bcoa_c --> 2mb2coa_c + fadh2_c,,,
R03174,0.0,dhlam_c + m2bcoa_c --> 2mbdhl_c + coa_c,2.3.1.168,,
AMID,0.0,4gudbd_c + h2o_c --> 4gudbutn_c + nh4_c,3.5.1.4,32004.76425620895,0.0
DBTS,0.0,atp_c + co2_c + dann_c --> adp_c + dtbt_c + 3.0 h_c + pi_c,6.3.3.3,1242.389085406178,0.0
UAPGR,0.02434867767140905,h_c + nadph_c + uaccg_c --> nadp_c + uamr_c,1.1.1.158,,
UAMAS,0.02434867767140905,ala__L_c + atp_c + uamr_c --> adp_c + h_c + pi_c + uama_c,6.3.2.8,3436.639463748283,7.085025336016007e-06
UPP3MT_num1,0.0,2.0 amet_c + uppg3_c --> 2.0 ahcys_c + dscl_c + 2.0 h_c,"2.1.1.107,4.2.1.75",307.41647765797495,0.0
UPPDC1,0.0,4.0 h_c + uppg3_c --> 4.0 co2_c + cpppg3_c,4.1.1.37,15125.385726410657,0.0
CHCOAL,0.0,atp_c + coa_c + h_c + pime_c --> amp_c + pmcoa_c + ppi_c,6.2.1.14,15.669774736747597,0.0
AOXSr,0.0,ala__L_c + h_c + pmcoa_c --> 8aonn_c + co2_c + coa_c,2.3.1.47,56113.26222416407,0.0
PPPGO_1,0.0,3.0 o2_c + 2.0 pppg9_c --> 6.0 h2o_c + 2.0 ppp9_c,1.3.3.4,101.27575252327057,0.0
TMPPP_num1,0.0,2mahmp_c + 4mpetz_c + h_c --> ppi_c + thmmp_c,2.5.1.3,151870.61319681484,0.0
AMAOTr,0.0,8aonn_c + amet_c --> amob_c + dann_c,2.6.1.62,2118.372381917937,0.0
PFK_2_num1,0.0,atp_c + tag6p__D_c --> adp_c + tagdp__D_c,"2.7.1.56,2.7.1.144,2.7.1.11",2223.3472244608256,0.0
HSTPT,0.0,akg_c + hisp_c --> glu__L_c + imacp_c,"2.6.1.57,2.6.1.9",13933.763368078706,0.0
SHSL1,0.0,cyst__L_c + h_c + succ_c --> cys__L_c + suchms_c,2.5.1.48,1368.1077064844017,0.0
PPCDC,9.581438794249195e-05,4ppcys_c + h_c --> co2_c + pan4p_c,"4.1.1.36,6.3.2.5",149.50920709079932,6.40859448102767e-07
3HPAOX,0.0,3hoxpac_c + h_c + nadh_c + o2_c --> 34dhpacet_c + h2o_c + nad_c,1.14.14.9,15745.976551558735,0.0
G5SD,0.09835711506514261,glu5p_c + nadph_c --> glu5sa_c + nadp_c + pi_c,1.2.1.41,,
G5SADrm,0.04468245391098011,glu5sa_c --> 1pyr5c_c + h2o_c + h_c,,,
G6PI3,0.0,g6p_B_c --> f6p_B_c,5.3.1.9,104978.12427074923,0.0
NT5C_num1,0.0,h2o_c + nicrnt_c --> h_c + nicrns_c + pi_c,"3.1.3.5,3.1.4.16",285.7390256256276,0.0
NNDPRm,0.004664796643207525,2.0 h_c + prpp_c + quln_c --> co2_c + nicrnt_c + ppi_c,2.4.2.19,22984.196070074697,2.0295670246570278e-07
R03371,0.0,h2o_c + minohp_c --> C04563_c + h_c + pi_c,,494337.37048131775,0.0
AGPRim,0.0,acg5p_c + nadph_c --> acg5sa_c + nadp_c + pi_c,1.2.1.38,,
IGPDH,0.022715891728857542,eig3p_c --> h2o_c + imacp_c,4.2.1.19,167065.24334442575,1.359701831099956e-07
AUNOR,0.0,5aprbu_c + nadp_c --> 5apru_c + h_c + nadph_c,"1.1.1.193,3.5.4.26",39.021902991169696,0.0
DHPPDA2,0.0,25drapp_c + h2o_c + h_c --> 5apru_c + nh4_c,"1.1.1.193,3.5.4.26",39.021902991169696,0.0
PSCVT,0.09491594381003562,pep_c + skm5p_c --> 3psme_c + h_c + pi_c,2.5.1.19,451.1985039838527,0.00021036404813397263
R03492,0.0,ga2_cho_c + h2o_c --> C01290_c + acgal_c,,108502.8435131967,0.0
HPPK2,0.0,6hmhpt_c + atp_c --> 6hmhptpp_c + amp_c,2.7.6.3,94369.02410214092,0.0
DHNPA2r,4.945358229554758e-05,dhnpt_c --> 6hmhpt_c + gcald_c,4.1.2.25,91.95981725316842,5.377738209222429e-07
IGPS,0.015104719939284993,2cpr5p_c + h_c --> 3ig3p_c + co2_c + h2o_c,4.1.1.48,581.8608293017858,2.5959334567013508e-05
PRAIi,0.015104719939284993,pran_c --> 2cpr5p_c,5.3.1.24,17135.013939061177,8.815119726778919e-07
23PDE7pp,0.0,23camp_c + h2o_c --> 3amp_p_c,"3.1.4.16,3.1.3.5",285.7390256256276,0.0
23PDE2pp,0.0,23cump_p_c + h2o_c --> 3ump_p_c,"3.1.4.16,3.1.3.5",285.7390256256276,0.0
BTS_num1,0.0,btal_c + h_c + nadh_c --> 1btol_c + nad_c,1.1.1.-,,
STACHGALACT,0.0,h2o_c + stys_c --> gal_c + raffin_c,3.2.1.22,8551.243386950953,0.0
ARGTRS,0.053674661154162494,arg__L_c + atp_c + trnaarg_c --> amp_c + argtrna_c + ppi_c,6.1.1.19,289.1399106954018,0.00018563560120452125
ASNTRS_1,0.041156018856441844,asn__L_c + atp_c + trnaasn_c --> amp_c + asntrna_c + ppi_c,6.1.1.22,113.94745702633593,0.0003611841802395794
CYSTRS,0.015765989682601605,atp_c + cys__L_c + trnacys_c --> amp_c + cystrna_c + ppi_c,6.1.1.16,2435.129092405874,6.474395846926137e-06
GLUTRS_Gln,0.07240865786962498,atp_c + glu__L_c + trnagln_c --> amp_c + glutrnaln_c + ppi_c,6.1.1.17,233.23101695361746,0.0003104589553113549
GLYTLm,0.11347649058146708,atp_c + gly_c + trnagly_c --> amp_c + glytrna_c + ppi_c,6.1.1.14,2389.2360773150463,4.749488410077444e-05
HISTRS,0.022715891728857542,atp_c + his__L_c + trnahis_c --> amp_c + histrna_c + ppi_c,6.1.1.21,1201.5175034529273,1.8906001505243573e-05
ILETRSm,0.07503882858348919,atp_c + ile__L_c + trnaile_c --> amp_c + iletrna_c + ppi_c,6.1.1.5,601.3339586858872,0.000124787279180896
LEUTRS,0.09631468352703478,atp_c + leu__L_c + trnaleu_c --> amp_c + leutrna_c + ppi_c,6.1.1.4,356.44445374976885,0.0002702095165566796
LYSTRS,0.0898350233578565,atp_c + lys__L_c + trnalys_c --> amp_c + lystrna_c + ppi_c,6.1.1.6,4038.492899653378,2.2244690182708256e-05
METTRS,0.03151719744698234,atp_c + met__L_c + trnamet_c --> amp_c + mettrna_c + ppi_c,,136082.54168915286,2.3160353308931892e-07
PHETRS,0.04891412543995348,atp_c + phe__L_c + trnaphe_c --> amp_c + phetrna_c + ppi_c,6.1.1.20,296.2653337836752,0.00016510242631245285
PROTRS,0.04468245391098011,atp_c + pro__L_c + trnapro_c --> amp_c + ppi_c + protrna_c,6.1.1.15,509.6834564806375,8.766706735885111e-05
SERTRS,0.06011035459222228,atp_c + ser__L_c + trnaser_c --> amp_c + ppi_c + sertrna_c,,212275.3157548697,2.831716649600288e-07
THRTRS_num1,0.0,atp_c + thr__L_c + trnathr_c --> amp_c + ppi_c + thrtrna_c,6.1.1.3,746.3828467895028,0.0
TRPTRS,0.015104719939284993,atp_c + trnatrp_c + trp__L_c --> amp_c + ppi_c + trptrna_c,6.1.1.2,221.72231947925061,6.81244900141798e-05
VALTRS,0.08532413781804443,atp_c + trnaval_c + val__L_c --> amp_c + ppi_c + valtrna_c,6.1.1.9,121.12976844083649,0.0007044027155035748
AOBUTDsm,0.0,2aobut_c + h_c --> aact_c + co2_c,,,
ACACT4r_num1,0.0,accoa_c + occoa_c --> 3odcoa_c + coa_c,"2.3.1.16,2.3.1.9",7003.420346478321,0.0
ACACT6p_num1,0.0,accoa_c + ddcacoa_c --> 3otdcoa_c + coa_c,"2.3.1.16,2.3.1.9",7003.420346478321,0.0
GLNTRAT,0.07240865786962498,atp_c + gln__L_c + glutrnaln_c + h2o_c --> adp_c + glntrna_c + glu__L_c + pi_c,6.3.5.-,,
R03913,0.0,nad_c + protdt_c --> h_c + nadh_c + protds_c,,,
R03914,0.6878895886840483,nadp_c + protdt_c --> h_c + nadph_c + protds_c,,,
FFSD,0.0,h2o_c + suc6p_c --> fru_c + g6p_A_c,3.2.1.26,21152665.711651467,0.0
23CN2P3,0.0,23ccmp_c + h2o_c --> 3cmp_p_c,"3.1.4.16,3.1.3.5",285.7390256256276,0.0
SHCHD2,0.0,dscl_c + nad_c --> h_c + nadh_c + scl_c,1.3.1.76,,
IPPMIb,0.11030474188799101,3c3hmp_c --> 2ippm_c + h2o_c,4.2.1.33,152.75911302091802,0.0007220828905499502
r0648,0.0,HC00955_c + glu__L_c --> HC01577_c + h2o_c,2.3.2.2,2430.1665194069737,0.0
R03971,0.0,HC00955_c + glu__L_c + h_c --> HC01700_c + co2_c + h2o_c,2.3.2.2,2430.1665194069737,0.0
R03975,0.0,gdchola_c + h2o_c --> C02528_c + gly_c,3.5.1.24,200855.4105300782,0.0
ACACT7p_num1,0.0,accoa_c + tdcoa_c --> 3ohdcoa_c + coa_c,"2.3.1.16,2.3.1.9",7003.420346478321,0.0
IPPMIa,0.0,3c2hmp_c --> 2ippm_c + h2o_c,4.2.1.33,152.75911302091802,0.0
SUCBZL,3.58102171357491e-05,atp_c + coa_c + h_c + sucbz_c --> amp_c + ppi_c + sbzcoa_c,6.2.1.26,7677.4937117406935,4.664310838963874e-09
SUCBZS,3.58102171357491e-05,2shchc_c --> h2o_c + sucbz_c,4.2.1.-,,
PRATPP,0.022715891728857542,h2o_c + prbatp_c --> ppi_c + prbamp_c,"3.5.4.19,3.6.1.31",635.2555535437522,3.5758666889471e-05
PRACHh,0.022715891728857542,h2o_c + prbamp_c --> prfp_c,"3.5.4.19,3.6.1.31",635.2555535437522,3.5758666889471e-05
IMACTD_num1,0.0,h2o_c + im4act_c + nad_c --> 2.0 h_c + im4ac_c + nadh_c,1.2.1.3,92.7674482729905,0.0
MBCOAi,0.0,fad_c + ivcoa_c --> 3mb2coa_c + fadh2_c,1.3.99.10,243.4411397817773,0.0
R04097,0.0,dhlam_c + ivcoa_c --> 3mbdhl_c + coa_c,2.3.1.168,,
GLUTRR_1,0.0,glutrna_c + h_c + nadph_c --> glu1sa_c + nadp_c + trnaglu_c,1.2.1.70,7077.512485944917,0.0
AMAA_num1,0.0,acmama_c + h2o_c --> acmam_c + ala__L_c,3.5.1.28,23004.09805971751,0.0
MCCCrm,0.0,3mb2coa_c + atp_c + hco3_c --> 3mgcoa_c + adp_c + h_c + pi_c,"6.4.1.4,6.3.4.14",2184.056824522289,0.0
MTRK,0.0,5mtr_c + atp_c --> 5mdr1p_c + adp_c,2.7.1.100,,
PRAGSr,0.046183559537826185,atp_c + gly_c + pram_c --> adp_c + gar_c + h_c + pi_c,6.3.4.13,16166.692784663232,2.856710407810736e-06
ECOAH5_1_num1,0.008166713181327554,3hddcoa_c --> dd2coa_c + h2o_c,4.2.1.17,145276.64500856024,5.6214907639464973e-08
PSERT,0.0,akg_c + pser__L_c --> 3php_c + glu__L_c,2.6.1.52,48.0438841321491,0.0
AOXHEXCYCL,0.0,6a2ohxnt_c --> 1pipdn2c_c + h2o_c + h_c,,,
DHDPRy,0.0,nadp_c + thdp_c --> 23dhdp_c + h_c + nadph_c,1.3.1.26,,
HACD9,0.0,3hmbcoa_c + nad_c --> 2maacoa_c + h_c + nadh_c,"1.1.1.35,4.2.1.17",53377.89990220124,0.0
ECOAH9m_num1,0.026190991543832223,3hmbcoa_c --> 2mb2coa_c + h2o_c,4.2.1.17,145276.64500856024,1.802835654849336e-07
PRAIS,0.046183559537826185,atp_c + fpram_c --> adp_c + airs_c + h_c + pi_c,6.3.3.1,,
ASNTRAT,0.0,asptrna_asn_c + atp_c + gln__L_c + h2o_c --> adp_c + asntrna_c + glu__L_c + pi_c,6.3.5.-,,
R04218,0.0,prephytedp_c --> C05421_c + ppi_c,2.5.1.32,,
ECOAH12m_num1,0.0,2mp2coa_c + h2o_c --> 3hibutcoa_c,4.2.1.17,145276.64500856024,0.0
PPNCL2,9.581438794249195e-05,4ppan_c + ctp_c + cys__L_c --> 4ppcys_c + cmp_c + ppi_c,"4.1.1.36,6.3.2.5",149.50920709079932,6.40859448102767e-07
PTHPS,0.0,ahdt_c --> 6pthp_c + pppi_c,,314780.48488759267,0.0
QULNS_1,0.004664796643207525,dhap_c + iasp_c --> 2.0 h2o_c + h_c + pi_c + quln_c,4.1.99.-,,
GARFT,0.046183559537826185,10fthf_c + gar_c --> fgam_c + h_c + thf_c,2.1.2.2,1062.3258166576254,4.3474006574680264e-05
R04336,0.0,C03871_c --> h2o_c + h_c + thdp_c,,,
KAS14_1_num1,0.0,acACP_c + h_c + malACP_c --> ACP_c + actACP_c + co2_c,2.3.1.41,5.5181096717814855,0.0
THPAT,0.11470097964687462,accoa_c + h2o_c + thdp_c --> coa_c + nal2a6o_c,2.3.1.89,,
DKI,0.0,5dh4dglcn_c --> 46dh25dohxn_c,5.3.1.17,,
BTNC,0.23270867924184863,atp_c + btnCCP_c + hco3_c --> adp_c + cbtnCCP_c + h_c + pi_c,"6.3.4.15,6.3.4.14",1057058.378075875,2.2014742427512826e-07
ACCOAC_1,0.23270867924184863,accoa_c + cbtnCCP_c --> btnCCP_c + malcoa_c,6.4.1.2,611.4968641924538,0.0003805558014580582
MHPGLUT,0.0,hcys__L_c + mhpglu_c --> hpglu_c + met__L_c,2.1.1.14,16.55114637451925,0.0
MTRI,0.0,5mdr1p_c --> 5mdru1p_c,5.3.1.23,,
MCITD,0.0,2mcit_c --> 2mcacn_c + h2o_c,4.2.1.79,,
MICITDr,0.0,micit_c --> 2mcacn_c + h2o_c,"4.2.1.99,4.2.1.3",36205.57328807148,0.0
IPMD,0.11030474188799101,3c2hmp_c + nad_c --> 3c4mop_c + h_c + nadh_c,1.1.1.85,673.1290384024644,0.00016386864270449096
3HAD40_1,0.0,3hbutACP_c --> but2eACP_c + h2o_c,4.2.1.-,,
EAR40x_num1,0.0,but2eACP_c + h_c + nadh_c --> butACP_c + nad_c,1.3.1.9,501.72035223320535,0.0
EAR40y,0.0,but2eACP_c + h_c + nadph_c --> butACP_c + nadp_c,1.3.1.10,892.8915259799858,0.0
KARI_23dhmb,0.0,DHAD1_c + nadp_c --> 3hmoa_c + h_c + nadph_c,1.1.1.86,177.01651894243844,0.0
DHAD1,0.19572469409397794,DHAD1_c --> 3mob_c + h2o_c,4.2.1.9,450.62314419901406,0.00043434230268372037
PHCDm_num1,0.0,1p3h5c_c + 2.0 h2o_c + nad_c --> e4hglu_c + h_c + nadh_c,1.5.1.12,383.41098025794486,0.0
HETZK,0.0,4mhetz_c + atp_c --> 4mpetz_c + adp_c,2.7.1.50,,
RBFSa,0.0,4r5au_c + db4p_c --> dmlz_c + 2.0 h2o_c + h_c + pi_c,2.5.1.9,19.76492364866485,0.0
PRFGS,0.046183559537826185,atp_c + fgam_c + gln__L_c + h2o_c --> adp_c + fpram_c + glu__L_c + h_c + pi_c,6.3.5.3,28859.31939214372,1.6002996782522386e-06
ADAPAT_num1,0.11470097964687462,glu__L_c + nal2a6o_c --> akg_c + n6all26d_c,2.6.1.-,,
R04486,0.0,C05464_c + h2o_c --> dchac_c + gly_c,3.5.1.24,200855.4105300782,0.0
PMPK_num1,0.0,4ampm_c + atp_c --> 2mahmp_c + adp_c,2.7.4.7,9.340848328057675,0.0
3OAR40_1_num1,0.0,3hbutACP_c + nadp_c --> actACP_c + h_c + nadph_c,1.1.1.100,4015.536910287322,0.0
3OAR100_1_num1,0.0,3hdecACP_c + nadp_c --> 3odecACP_c + h_c + nadph_c,1.1.1.100,4015.536910287322,0.0
3HAD100,0.0,3hdecACP_c --> h2o_c + tdec2eACP_c,4.2.1.-,,
3OAR80_num1,0.0,3hoctACP_c + nadp_c --> 3ooctACP_c + h_c + nadph_c,1.1.1.100,4015.536910287322,0.0
3HAD80,0.0,3hoctACP_c --> h2o_c + toct2eACP_c,4.2.1.-,,
3OAR160_num1,0.0,3hpalmACP_c + nadp_c --> 3opalmACP_c + h_c + nadph_c,1.1.1.100,4015.536910287322,0.0
3HAD160,0.0,3hpalmACP_c --> h2o_c + tpalm2eACP_c,4.2.1.-,,
IG3PS,0.022715891728857542,gln__L_c + prlp_c --> aicar_c + eig3p_c + glu__L_c + h_c,"4.1.3.-,2.4.2.-",,
ADSL2r,0.046183559537826185,25aics_c --> aicar_c + fum_c,4.3.2.2,28.690967064657244,0.001609689887195091
AICART,0.06889945126668373,10fthf_c + aicar_c --> fprica_c + thf_c,"3.5.4.10,2.1.2.3",298.38151328328763,0.00023091058996429722
3OAR140_num1,0.0,3hmrsACP_c + nadp_c --> 3omrsACP_c + h_c + nadph_c,1.1.1.100,4015.536910287322,0.0
3HAD140,0.0,3hmrsACP_c --> h2o_c + tmrs2eACP_c,4.2.1.-,,
PRAISh,0.046183559537826185,5aizc_c + asp__L_c + atp_c --> 25aics_c + adp_c + 2.0 h_c + pi_c,6.3.2.6,,
UGMDDS,0.02434867767140905,alaala_c + atp_c + ugmd_c --> adp_c + h_c + pi_c + ugmda_c,6.3.2.10,36816.50352764992,6.613522561457449e-07
AKP1_1_num1,0.0,ahdt_c + 3.0 h2o_c --> dhnpt_c + 3.0 h_c + 3.0 pi_c,3.1.3.1,85118.65175375926,0.0
