,fluxes,equ,ec-code,kcat_MW,E
3HAD120_1,0.0,3hddecACP_c --> h2o_c + tddec2eACP_c,4.2.1.-,,
R04966_num1,0.0,h_c + nadh_c + tmrs2eACP_c --> nad_c + tetacp_c,1.3.1.9,2006.8814089328207,0.0
R04967,0.0,h_c + nadph_c + tmrs2eACP_c --> nadp_c + tetacp_c,1.3.1.10,3571.566103919943,0.0
R04968_num1,0.0,h_c + malACP_c + tetacp_c --> 3opalmACP_c + ACP_c + co2_c,2.3.1.41,7.912547652073625,0.0
R04969_num1,0.0,h_c + nadh_c + tpalm2eACP_c --> hedACP_c + nad_c,1.3.1.9,2006.8814089328207,0.0
R04970,0.0,h_c + nadph_c + tpalm2eACP_c --> hedACP_c + nadp_c,1.3.1.10,3571.566103919943,0.0
OPHBDC,0.0,3ophb_c + h_c --> 2oph_c + co2_c,4.1.1.-,,
R05032,0.020301267885763558,uacgam_c + uagmda_c --> uaagtmda_c + udp_c,2.4.1.227,198.2180264526362,0.0001024188780863203
r0775_num1,4.13432852061701e-05,HC01651_c + h2o_c --> HC01652_c + for_c,3.5.4.16,0.1866236798813481,0.00022153290103622115
r0777_num1,4.13432852061701e-05,HC01652_c --> HC01710_c,3.5.4.16,0.1866236798813481,0.00022153290103622115
4HGLSD_num1,0.0,e4hglu_c + 2.0 h_c + nadh_c --> 4hglusa_c + h2o_c + nad_c,1.5.1.12,383.41098025794486,0.0
R05052_num1,0.0,akg_c + e4hglu_c --> 4h2oxg_c + glu__L_c,2.6.1.1,1872.3848270255303,0.0
R05053,0.0,4h2oxg_c + asp__D_c --> e4hglu_c + oaa_c,2.6.1.21,26322.90576606901,0.0
HMNO,0.0,3hib_c + nad_c --> h_c + mmtsa_c + nadh_c,,652959.4555688035,0.0
KARI_23dhmp,0.0,23dhmp_c + nadp_c --> 3hmop_c + h_c + nadph_c,1.1.1.86,177.01651894243844,0.0
KARI,0.05394087890515497,2ahbut_c --> 3hmop_c,1.1.1.86,177.01651894243844,0.0003047222893513981
DHAD2m,0.05394087890515497,23dhmp_c --> 3mop_c + h2o_c,4.2.1.9,901.2462883980279,5.985142973629915e-05
OHPBAT,0.0,akg_c + phthr_c --> glu__L_c + ohpb_c,2.6.1.52,96.0877682642982,0.0
R05133_num1,0.0,arbt6p_c + h2o_c --> g6p_B_c + hqn_c,3.2.1.86,1874.2868543267139,0.0
R05134_num1,0.0,h2o_c + salcn6p_c --> 2hymeph_c + g6p_B_c,3.2.1.86,1874.2868543267139,0.0
23PDE9pp,0.0,23cgmp_c + h2o_c --> 3gmp_c,3.1.4.16,160.28461278332492,0.0
R05287,0.0,C06755_c + h2o_c --> cl_c + glyclt_c + h_c,3.8.1.2,9.736196504869746,0.0
G1PACT,0.0661871556439255,accoa_c + gam1p_c --> acgam1p_c + coa_c + h_c,2.3.1.157,1335.00536964674,4.9578194326993216e-05
R05338,0.0,fald_c + ru5p__D_c --> C06019_c,,881541.7276403487,0.0
R05339,0.0,C06019_c --> f6p_B_c,,996764.0417091835,0.0
D5KGPA,0.0,d5kgp_c --> dhap_c + msa_c,4.1.2.29,,
4OT2,0.0,hmccm_c --> 2omcm_c,5.3.2.-,,
R05549,0.0,h2o_c + mnt_c --> gal_c + melib_c,3.2.1.22,17102.486773901906,0.0
AMID5,0.0,aa_c + h2o_c --> acryl_c + nh4_c,3.5.1.4,32004.76425620895,0.0
ADCL,4.13432852061701e-05,4adcho_c --> 4abz_c + h_c + pyr_c,4.1.3.38,,
R05554,0.0,h2o_c + udg_c --> nh4_c + urdglyc_c,3.5.3.9,3301.902502178637,0.0
R05566,0.0015810788764011854,uacmam_c + unaga_c --> abdmagdpu_c + udp_c,2.4.1.187,723.7681709231089,2.184510095801318e-06
GLTPD,0.0,galt1p_c + nad_c --> h_c + nadh_c + tag6p__D_c,,,
ASPTRS,0.0295845705528371,asp__L_c + atp_c + trnaasp_c --> amp_c + asptrna_c + ppi_c,6.1.1.12,34.65849812898896,0.0008536022086915549
GLUTRS,0.05205025479628034,atp_c + glu__L_c + trnaglu_c --> amp_c + glutrna_c + ppi_c,6.1.1.17,3.2303464952024576,0.016112901471585995
R05590,0.0,bzmd_c + h2o_c --> bz_m_c + nh4_c,3.5.1.4,32004.76425620895,0.0
EDA,0.0,2ddg6p_c --> g3p_c + pyr_c,4.1.2.14,13248.277869403348,0.0
MNNH,0.0,mana_c --> 2ddglcn_c + h2o_c,4.2.1.8,242.49743338600612,0.0
GALCTD,0.0,galctr__D_c --> 5dh4dglc_c + h2o_c,4.2.1.42,601.8298309690935,0.0
HEXTT,2.993740699086876e-05,hexdp_c + ipdp_c --> hepdp_c + ppi_c,2.5.1.30,,
PPTTm,2.993740699086876e-05,ipdp_c + pendp_c --> hexdp_c + ppi_c,2.5.1.30,,
UDCPDP,0.020301267885763558,dtpcudcpp_c + h2o_c --> h_c + pi_c + udcpp_w_c,3.6.1.27,9733.41287428068,2.085729655977823e-06
PAPPT3,0.020301267885763558,udcpp_w_c + ugmda_c --> uagmda_c + ump_c,2.7.8.13,20677.40138994022,9.818094403119893e-07
R05632,0.0,1h2nap_c + 2.0 h_c + nadh_c + o2_c --> co2_c + h2o_c + nad_c + npthld_c,1.14.13.1,314.3288539399352,0.0
MEPCT,0.00020956184893608133,2me4p_c + ctp_c --> 4c2me_c + ppi_c,2.7.7.60,13590.51716131684,1.5419711144809446e-08
CDPMEK,0.00020956184893608133,4c2me_c + atp_c --> 2p4c2me_c + adp_c,,627319.4168829739,3.3405924206419867e-10
DXPS,0.00020956184893608133,g3p_c + h_c + pyr_c --> co2_c + dxyl5p_c,2.2.1.7,2554.130210589636,8.204822450602577e-08
MECDPS,0.00020956184893608133,2p4c2me_c --> 2mecdp_c + cmp_c,4.6.1.12,490.49639584124236,4.272444215959329e-07
D5KGK,0.0,atp_c + d5kg_c --> adp_c + d5kgp_c,2.7.1.92,,
DXPRIi,0.0,2me4p_c + nadp_c --> dxyl5p_c + h_c + nadph_c,1.1.1.267,374.0980850459554,0.0
FMNRx2_num1,0.0,fmn_c + h_c + nadph_c --> fmnh2_c + nadp_c,1.-.-.-,,
FLVR_1_num1,0.0,h_c + nadph_c + ribflv_c --> nadp_c + ribflvRD_c,1.5.1.34,11433.27465667679,0.0
NODOx,0.0,nadh_c + 2.0 no_c + 2.0 o2_c --> h_c + nad_c + 2.0 no3_c,1.14.12.17,11617.57201352445,0.0
NODOy,0.0,nadph_c + 2.0 no_c + 2.0 o2_c --> h_c + nadp_c + 2.0 no3_c,1.14.12.17,11617.57201352445,0.0
R05789,0.0,C11536_c + h2o_c --> C11537_c + h_c + pi_c,3.1.3.71,,
R05835,0.0,gchola_c + h2o_c --> cholate_c + gly_c,3.5.1.24,200855.4105300782,0.0
RBP4E,0.0,ru5p__L_c --> xu5p__D_c,5.1.3.4,2493.268172430512,0.0
DALAOX,0.0,ala__D_c + h2o_c + o2_c --> h2o2_c + nh4_c + pyr_c,1.4.3.19,174.59748469018814,0.0
R05884,0.00017962444194521255,h2mb4p_c + h_c + nadph_c --> h2o_c + ipdp_c + nadp_c,1.17.1.2,271.8718710437568,6.606952063691158e-07
R06063,0.0,5hiu_c + h2o_c --> alltn__R_c + co2_c,,,
R06064,0.0,5hiu_c + h2o_c --> alltn_c + co2_c,,,
TARTRDH,0.0,nad_c + tartr__L_c --> h_c + nadh_c + oxglyc_c,1.1.1.93,9665.78023382614,0.0
BLACT_num1,0.0,h2o_c + pencil_c --> h_c + pencilca_c,3.5.2.6,180458.72540869602,0.0
IPDPUPT,0.0,7.0 ipdp_c + ttc_ggdp_c --> dtpcudcpp_c + 7.0 ppi_c,2.5.1.31,220.5151524962468,0.0
TDPGDH,0.0,dtdpglu_c --> dtdp4d6dg_c + h2o_c,4.2.1.46,8025.608874537059,0.0
TDPDRE,0.0,dtdp4d6dg_c --> dtdp4d6dm_c,,1125287.6939652865,0.0
HIUH,0.0,5hiu_c + h2o_c --> 5houdic_c,3.5.2.17,10363.392207257788,0.0
SALSYN,0.0,ichor_c --> pyr_c + salc_c,4.1.99.-,,
R06604,0.0,5houdic_c + h_c --> alltn_c + co2_c,,,
R06605,0.0,5houdic_c + h_c --> alltn__R_c + co2_c,,,
TMDS3,0.004577103109823803,dump_c + fadh2_c + mlthf_c --> dtmp_c + fad_c + thf_c,,,
CPPPGO2_num1,0.0,2.0 amet_c + cpppg3_c --> 2.0 co2_c + 2.0 dad_5_c + 2.0 met__L_c + pppg9_c,1.3.99.22,18888.401994865133,0.0
R06903,0.0,C14098_c + fum_c --> C14115_c,4.1.99.-,,
R06915,0.0,2.0 h_c + msial_c + nadh_c + o2_c --> 3mcat_c + co2_c + h2o_c + nad_c,1.14.13.1,314.3288539399352,0.0
R06936,0.0,4hmsial_c + 2.0 h_c + nadh_c + o2_c --> 3hmcat_c + co2_c + h2o_c + nad_c,1.14.13.1,314.3288539399352,0.0
R06939,0.0,2.0 h_c + mcres_c + nadh_c + o2_c --> 4mcat_c + co2_c + h2o_c + nad_c,1.14.13.1,314.3288539399352,0.0
HADPCOADH3,0.0,3hadpcoa_c + nad_c --> h_c + nadh_c + oxadpcoa_c,4.2.1.17,45965.12252387473,0.0
GART,0.03601493875153806,atp_c + for_c + gar_c --> adp_c + fgam_c + h_c + pi_c,2.1.2.-,,
R07013,0.0,C14786_c + h2o_c --> dhnpthld_c,3.3.2.9,1178.35791928227,0.0
R07014,0.0,C14787_c + h2o_c --> dhnpthld_c,3.3.2.9,1178.35791928227,0.0
R07027,0.0,C14800_c + h2o_c --> C14801_c,3.3.2.9,1178.35791928227,0.0
R07082,0.0,C14850_c + h2o_c --> C14852_c,3.3.2.9,1178.35791928227,0.0
APSR_num1,0.03406908637978496,aps_c + trdrd_c --> amp_c + so3_c + trdox_c,1.8.4.8,33.33177073280345,0.0010221205063748948
R07219,2.993740699086876e-05,h2mb4p_c + h_c + nadph_c --> dmpp_c + h2o_c + nadp_c,1.17.1.2,271.8718710437568,1.1011586772818598e-07
R07262_num1,0.0,14dh2napcoa_c + h2o_c --> coa_c + dhna_c + h_c,3.8.1.5,5479.2141331807015,0.0
R07263,2.993740699086876e-05,h_c + sbzcoa_c --> 14dh2napcoa_c + h2o_c,4.1.3.36,16.412965208687858,1.8240096539668544e-06
R07270,0.0,prephytedp_c --> C05413_c + ppi_c,2.5.1.32,,
PMDPHT,0.0,5aprbu_c + h2o_c --> 4r5au_c + h_c + pi_c,,,
DB4PS,0.0,ru5p__D_c --> db4p_c + for_c + h_c,3.5.4.25,3.4677447360734197,0.0
CBMD,0.0,cbm_c + 2.0 h_c --> co2_c + nh4_c,,,
R07346,0.0,nadp_c + sbt__D_c --> h_c + nadph_c + srb__L_c,,,
DHPTDNR_num1,0.0,nadp_c + thptdn_c --> dhptdn_c + h_c + nadph_c,1.-.-.-,,
ARD1,0.0,dhmtp_c + o2_c --> co_c + for_c + mtpp_c,1.13.11.54,26369.86545591566,0.0
ARD_1,0.0,dhmtp_c + o2_c --> 2kmb_c + for_c + h_c,1.13.11.54,26369.86545591566,0.0
MDRPD,0.0,5mdru1p_c --> dkmpp_c + h2o_c,4.2.1.109,2528.907714180089,0.0
23DK5MPPISO,0.0,h_c + hkmpp_c --> dkmpp_c,,451797.8719945579,0.0
2OH3K5MPPISO,0.0,h2o_c + hkmpp_c --> dhmtp_c + h_c + pi_c,,736924.1579684321,0.0
ARAT,0.0,2kmb_c + glu__L_c --> akg_c + met__L_c,,451794.2036436488,0.0
SPONT1,0.0,2a3o4pob_c + h_c --> 3a2oprop_c + co2_c,,,
R07460_num1,0.0,cys__L_c + iscsh_c --> C15812_c + ala__L_c,2.8.1.7,76.03592686862595,0.0
GGTT,2.993740699086876e-05,ggdp_c + ipdp_c --> pendp_c + ppi_c,2.5.1.30,,
R07476,0.0,C11536_c --> pep_c + so3_c,4.4.1.19,1079.1158017116811,0.0
MOD,0.0,3mob_c + h_c + thmpp_c --> 2mhop_c + co2_c,1.2.4.4,256.3272572598997,0.0
R07600,0.0,2mhop_c + lpam_c --> 2mpdhl_c + thmpp_c,1.2.4.4,256.3272572598997,0.0
MOD_4mop,0.011648794137519897,4mop_c + h_c + thmpp_c --> 3mhtpp_c + co2_c,1.2.4.4,256.3272572598997,4.54450075346796e-05
R07602,0.011648794137519897,3mhtpp_c + lpam_c --> 3mbdhl_c + thmpp_c,1.2.4.4,256.3272572598997,4.54450075346796e-05
MOD_3mop,0.0,3mop_c + h_c + thmpp_c --> 2mhob_c + co2_c,1.2.4.4,256.3272572598997,0.0
R07604,0.0,2mhob_c + lpam_c --> 2mbdhl_c + thmpp_c,1.2.4.4,256.3272572598997,0.0
R07618_num1,0.0,dhlam_c + nad_c --> h_c + lpam_c + nadh_c,1.2.4.4,372.0755343294146,0.0
ALAALAD,0.0,alaala_c + h2o_c --> 2.0 ala__D_c,,659789.3416646592,0.0
LIPATPT,0.0,atp_c + h_c + lipoate_c --> lipoamp_c + ppi_c,,617183.9160466945,0.0
R07771,0.0,C16240_c + lipoamp_c --> C16237_c + amp_c + h_c,,617183.9160466945,0.0
R08056,0.0,glcr_c --> C03921_c + h2o_c,4.2.1.40,1543.8211116578234,0.0
R08125,0.0,frulysp_c + h2o_c --> g6p_A_c + lys__L_c,3.5.-.-,,
SHCHCS3,0.0,2sephchc_c --> 2shchc_c + pyr_c,4.2.99.20,13762.552658008308,0.0
R08218,0.0,C16636_c + atp_c + ser__L_c --> amp_c + ppi_c + sertrnaec_c,,407406.13527916063,0.0
PUNP8_num1,0.0,h_c + nebari_c + pi_c --> purine_c + r1p_c,2.4.2.1,1127769.6675385456,0.0
R08386,0.0,accoa_c + haram_c --> acara_c + coa_c,2.3.1.118,3486.90829885632,0.0
R08871,0.0,C17962_c + accoa_c --> C17949_c + coa_c,2.3.1.183,22499.03303638252,0.0
R08938,0.0,accoa_c + glutcon_c --> acpptrn_c + coa_c,2.3.1.183,22499.03303638252,0.0
rxn00399,0.0,2.0 arg__L_c + nadph_c + 3.0 o2_c --> 2.0 citr__L_c + 2.0 h2o_c + h_c + nadp_c + 2.0 no_c,1.-.-.-,,
SERASr,0.0,atp_c + h_c + ser__L_c --> ppi_c + seramp_c,2.7.7.-,,
NTRIR2x,0.0,5.0 h_c + 3.0 nadh_c + no2_c --> 2.0 h2o_c + 3.0 nad_c + nh4_c,1.7.1.4,1299.2698843112128,0.0
NTRIR2y,0.0,5.0 h_c + 3.0 nadph_c + no2_c --> 2.0 h2o_c + 3.0 nadp_c + nh4_c,1.7.1.4,1299.2698843112128,0.0
rxn00734,0.02180787763717803,2obut_c + 2.0 h_c + 0.5 o2_c + pi_c --> co2_c + h2o_c + ppap_c,,,
RHCYS,0.0,h2o_c + rhcys_c --> hcys__L_c + rib__D_c,,,
r0390_num1,0.0,h2o_c + isomal_c --> 2.0 glc__D_c,3.2.1.135,1373300.2956674322,0.0
ACOADH2,0.0,2.0 ibcoa_c + o2_c --> 2.0 2mp2coa_c + 2.0 h2o_c,1.3.99.2,853.8711030690068,0.0
TREpts,0.0,pep_c + tre_e --> pyr_c + tre6p_c,2.7.3.9,984.2209764865137,0.0
ACOAD20,0.0,2.0 m2bcoa_c + o2_c --> 2.0 2mb2coa_c + 2.0 h2o_c,1.3.99.2,853.8711030690068,0.0
rxn02727,0.0,h2o_c + leuktrC4_c --> C05951_c + glu__L_c,2.3.2.2,2430.1665194069737,0.0
DKDID,0.0,dkdi_c + h2o_c --> d5kg_c + h_c,,282728.45686117787,0.0
2S6HCCi,2.993740699086876e-05,akg_c + h_c + ichor_c --> 2shchc_c + co2_c + pyr_c,2.2.1.9,15.446724708322414,1.938107110482718e-06
PIabc_num1,0.0,atp_c + h2o_c + pi_e --> adp_c + h_c + 2.0 pi_c,,128616.45125940836,0.0
GLCabc_num1,0.0,atp_c + glc__D_e + h2o_c --> adp_c + glc__D_c + h_c + pi_c,,120418.63082949482,0.0
HEMEti,0.0,atp_c + h2o_c + pheme_e --> adp_c + h_c + pheme_c + pi_c,,147617.63848060646,0.0
MNabc,0.0,atp_c + h2o_c + mn2_e --> adp_c + h_c + mn2_c + pi_c,,114542.22351804045,0.0
ZNabc_num1,0.0,atp_c + h2o_c + zn2_e --> adp_c + h_c + pi_c + zn2_c,3.6.3.5,11686.513609422285,0.0
GLNabc,0.0,atp_c + gln__L_e + h2o_c --> adp_c + gln__L_c + h_c + pi_c,,189887.34198427835,0.0
CHLabc_num1,0.0,atp_c + chol_e + h2o_c --> adp_c + chol_c + h_c + pi_c,,159741.11971539888,0.0
RIBabc_num1,0.0,atp_c + h2o_c + rib__D_e --> adp_c + h_c + pi_c + rib__D_c,,147642.25526683684,0.0
GALabc_num1,0.0,atp_c + gal_e + h2o_c --> adp_c + gal_c + h_c + pi_c,,120418.63082949482,0.0
HISabc,0.0,atp_c + h2o_c + his__L_e --> adp_c + h_c + his__L_c + pi_c,,98728.27785954188,0.0
XYLabc_num1,0.0,atp_c + h2o_c + xyl__D_e --> adp_c + h_c + pi_c + xyl__D_c,,120418.63082949482,0.0
MALTabc_num1,0.0,atp_c + h2o_c + malt_e --> adp_c + h_c + malt_c + pi_c,,99806.02341163594,0.0
TAURabc,0.0,atp_c + h2o_c + taur_e --> adp_c + h_c + pi_c + taur_c,,209192.88888436137,0.0
ARBabc_num1,0.0,arab__L_e + atp_c + h2o_c --> adp_c + arab__L_c + h_c + pi_c,,172197.942121993,0.0
Niabc,0.0,atp_c + h2o_c + ni2_e --> adp_c + h_c + ni2_c + pi_c,,204519.87934876655,0.0
THMabc,0.0,atp_c + h2o_c + thm_e --> adp_c + h_c + pi_c + thm_c,,150250.06063392252,0.0
CRNabc,0.0,atp_c + crn_e + h2o_c --> adp_c + crn_c + h_c + pi_c,,159309.81810604504,0.0
GLYBabc,0.0,atp_c + glyb_e + h2o_c --> adp_c + glyb_c + h_c + pi_c,3.6.3.32,,
METDabc_num1,0.0,atp_c + h2o_c + met__D_e --> adp_c + h_c + met__D_c + pi_c,,216292.99872752168,0.0
CHOLSabc_num1,0.0,atp_c + chols_e + h2o_c --> adp_c + chols_c + h_c + pi_c,,159741.11971539888,0.0
ALLabcpp,0.0,all__D_e + atp_c + h2o_c --> adp_c + all__D_c + h_c + pi_c,,,
rxn05187,0.0,atp_c + b12_e + h2o_c --> adp_c + b12_c + h_c + pi_c,3.5.1.90,,
FERRICHabc,0.0,atp_c + fecrm_e + h2o_c --> adp_c + fecrm_c + h_c + pi_c,,98915.29997474543,0.0
CTBTabcpp,0.0,atp_c + ctbt_e + h2o_c --> adp_c + ctbt_c + h_c + pi_c,3.6.3.32,,
rxn05193,0.0,atp_c + btbet_e + h2o_c --> adp_c + btbet_c + h_c + pi_c,3.6.3.32,,
GLCGLYCabcpp_syn_num1,0.0,atp_c + glcglyc_e + h2o_c --> adp_c + glcglyc_c + h_c + pi_c,,120418.63082949482,0.0
FE3abc_num1,0.0,atp_c + fe3_e + h2o_c --> adp_c + fe3_c + h_c + pi_c,,148895.47068920653,0.0
URAt2_num1,0.0,h_e + ura_e --> h_c + ura_c,,437784.9980696094,0.0
CYTDt2_num1,0.0,cytd_e + h_e --> cytd_c + h_c,,470585.8796788425,0.0
URIt2_num1,0.0,h_e + uri_e --> h_c + uri_c,,470585.8796788425,0.0
THMDt2_num1,0.0,h_e + thymd_e --> h_c + thymd_c,,470585.8796788425,0.0
HXANt2r_num1,0.0,h_e + hxan_e --> h_c + hxan_c,,438097.03163861256,0.0
XANt2_num1,0.0,h_e + xan_e --> h_c + xan_c,,430344.4936135868,0.0
GUAt2r_num1,0.0,gua_e + h_e --> gua_c + h_c,,393892.18977424846,0.0
GSNt2_num1,0.0,gsn_e + h_e --> gsn_c + h_c,,393892.18977424846,0.0
DCYTt2_num1,0.0,dcyt_e + h_e --> dcyt_c + h_c,,468244.0966922176,0.0
Ktex_num1,0.13144714453625755,k_e --> k_c,,664253.0548208542,1.9788715096193002e-07
MALt5_num1,-8.79622923258383,mal__L_e + na1_e <-- mal__L_c + na1_c,,416071.8023353757,-2.1141132812200544e-05
NAt3_1,0.0,h_c + na1_e --> h_e + na1_c,,65808.27628462344,0.0
CITt2r_num1,0.0,cit_c + h_c --> cit_e + h_e,,425837.6497879679,0.0
CITt14,0.0,ca2_e + cit_e + h_e --> ca2_c + cit_c + h_c,,439258.96881368617,0.0
CITt10,0.018937503761199882,cit_e + h_e + mg2_e --> cit_c + h_c + mg2_c,,434172.03289617173,4.3617511784156335e-08
ALAt4,0.0,ala__L_e + na1_e <-- ala__L_c + na1_c,,386303.0550867163,0.0
GLNt4,0.0,gln__L_e + na1_e <-- gln__L_c + na1_c,,385745.7449078117,0.0
ASPt2r,0.0,asp__L_e + h_e --> asp__L_c + h_c,,446001.97537886,0.0
METabc_num1,0.0,atp_c + h2o_c + met__L_e --> adp_c + h_c + met__L_c + pi_c,,216292.99872752168,0.0
PROt4_num1,0.0,na1_e + pro__L_e <-- na1_c + pro__L_c,,373448.48581341095,0.0
rxn05223_num1,0.0,atp_c + btn_e + h2o_c --> adp_c + btn_c + h_c + pi_c,,994399.0162456788,0.0
GLCpts_num1,0.0,glc__D_e + pep_c --> g6p_A_c + pyr_c,2.7.3.9,814.236716171881,0.0
rxn05229,0.03707088301381864,airs_c + atp_c + hco3_c --> 5aizc_c + adp_c + h_c + pi_c,4.1.1.21,2995.3169933300496,1.2376280405836115e-05
CYSabc,0.0,atp_c + cys__L_e + h2o_c --> adp_c + cys__L_c + h_c + pi_c,,242485.9010086205,0.0
LEUt2r_num1,0.0,h_e + leu__L_e --> h_c + leu__L_c,,227821.09946512856,0.0
ILEt2r_num1,0.0,h_e + ile__L_e --> h_c + ile__L_c,,227821.09946512856,0.0
rxn05247_num1,0.0,atp_c + coa_c + fa1_c + h_c --> amp_c + fa1coa_c + ppi_c,6.2.1.16,434.0160235021372,0.0
rxn05248_num1,0.0,atp_c + coa_c + fa4_c + h_c --> amp_c + fa4coa_c + ppi_c,6.2.1.16,434.0160235021372,0.0
rxn05249_num1,0.0,atp_c + coa_c + fa3_c + h_c --> amp_c + fa3coa_c + ppi_c,6.2.1.16,434.0160235021372,0.0
rxn05250_num1,0.0,atp_c + coa_c + fa6_c + h_c --> amp_c + fa6coa_c + ppi_c,6.2.1.16,434.0160235021372,0.0
rxn05251_num1,0.0,atp_c + coa_c + fa12_c + h_c --> amp_c + fa12coa_c + ppi_c,6.2.1.16,434.0160235021372,0.0
rxn05252_num1,0.0,atp_c + coa_c + fa11_c + h_c --> amp_c + fa11coa_c + ppi_c,6.2.1.16,434.0160235021372,0.0
FOLt,0.0,fol_e + h_e --> fol_c + h_c,,,
rxn05266,2.993740699086876e-05,2dmmq7_c + amet_c + nadph_c --> ahcys_c + mql7_c + nadp_c,2.1.1.-,,
DHNAOT7,2.993740699086876e-05,dhna_c + hepdp_c + nad_c --> 2dmmq7_c + co2_c + nadh_c + ppi_c,2.5.1.-,,
FE3tex,0.0006414444750864515,fe3_e --> fe3_c,,224868.33610923763,2.8525335589037644e-09
rxn05294_num1,0.005197119461591692,0.884 datp_c + 0.6684 dctp_c + 0.6692 dgtp_c + 0.8807 dttp_c --> dna_c + 3.1023 ppi_c,3.6.1.-,,
rxn05295,0.01309274325900984,0.7706 atp_c + 0.5853 ctp_c + 0.9496 gtp_c + 0.6331 utp_c --> cpd11462_c + 2.9386 ppi_c,2.7.7.25,8.593874176632971,0.001523497201600815
GLUt2r_num1,0.0,glu__L_e + h_e --> glu__L_c + h_c,,433327.8723129057,0.0
GLUt4_num1,0.0,glu__L_e + na1_e <-- glu__L_c + na1_c,,406234.8180337167,0.0
HISt2r,0.0,h_e + his__L_e --> h_c + his__L_c,,385444.85645950213,0.0
THRt2r,0.0,h_e + thr__L_e --> h_c + thr__L_c,,,
TYRt2r,0.0,h_e + tyr__L_e --> h_c + tyr__L_c,,,
ARGt2r_num1,0.0,arg__L_e + h_e --> arg__L_c + h_c,,395921.2708525893,0.0
rxn05304,0.0,atp_c + cysi__L_e + h2o_c --> adp_c + cysi__L_c + h_c + pi_c,,242485.9010086205,0.0
LYSt3r,0.0,h_e + lys__L_c --> h_c + lys__L_e,,826833.770045264,0.0
SERt2r,0.0,h_e + ser__L_e --> h_c + ser__L_c,,,
PNTOt2,0.0,h_e + pnto__R_e --> h_c + pnto__R_c,,366835.41281620384,0.0
NACt,0.0,nac_e --> nac_c,,,
PIt2r,0.0,h_c + pi_c --> h_e + pi_e,,564798.0357867997,0.0
PIt7,2.9320764108612765,3.0 na1_e + pi_e --> 3.0 na1_c + pi_c,,601815.4622627606,4.87205230626177e-06
ZN2t4pp,0.0,h_e + k_e + zn2_c --> h_c + k_c + zn2_e,,582457.4547150789,0.0
INSt2_num1,0.0,h_e + ins_e --> h_c + ins_c,,393892.18977424846,0.0
DADNt2_num1,0.0,dad_2_e + h_e --> dad_2_c + h_c,,393892.18977424846,0.0
ADNt2_num1,0.0,adn_e + h_e --> adn_c + h_c,,393892.18977424846,0.0
H2Ot,15.448410226302654,h2o_c --> h2o_e,,,
rxn05358,0.02180787763717803,ACP_c + m2bcoa_c --> 2mbutACP_c + coa_c,2.3.1.39,690.4532046533452,3.1584874239416524e-05
rxn05359_num1,0.02180787763717803,2mbutACP_c + h_c + malACP_c --> 4m3ohexACP_c + ACP_c + co2_c,2.3.1.41,7.912547652073625,0.002756113276798135
rxn05360_num1,0.0,4m3ohexACP_c + h_c + nadph_c --> 4m3hhexACP_c + nadp_c,1.1.1.100,16062.147641149288,0.0
rxn05361,0.02180787763717803,4m3hhexACP_c --> 4methex2eACP_c + h2o_c,4.2.1.-,,
rxn05362,0.0,4methex2eACP_c + h_c + nadph_c --> 4methexACP_c + nadp_c,1.3.1.10,3571.566103919943,0.0
rxn05363_num1,0.021807877637178015,4methexACP_c + h_c + malACP_c --> 6m3oACP_c + ACP_c + co2_c,2.3.1.41,7.912547652073625,0.002756113276798133
rxn05364_num1,0.0,6m3oACP_c + h_c + nadph_c --> 6m3hoACP_c + nadp_c,1.1.1.100,16062.147641149288,0.0
rxn05365,0.021807877637178015,6m3hoACP_c --> 6mto2eACP_c + h2o_c,4.2.1.-,,
rxn05366,0.0,6mto2eACP_c + h_c + nadph_c --> 6moACP_c + nadp_c,1.3.1.10,3571.566103919943,0.0
rxn05367_num1,0.021807877637178015,6moACP_c + h_c + malACP_c --> 8m3odACP_c + ACP_c + co2_c,2.3.1.41,7.912547652073625,0.002756113276798133
rxn05368_num1,0.0,8m3odACP_c + h_c + nadph_c --> 8m3hdACP_c + nadp_c,1.1.1.100,16062.147641149288,0.0
rxn05369,0.021807877637178015,8m3hdACP_c --> 8mtd2eACP_c + h2o_c,4.2.1.-,,
rxn05370,0.0,8mtd2eACP_c + h_c + nadph_c --> 8mdACP_c + nadp_c,1.3.1.10,3571.566103919943,0.0
rxn05371_num1,0.021807877637178015,8mdACP_c + h_c + malACP_c --> ACP_c + co2_c + cpd11508_c,2.3.1.41,7.912547652073625,0.002756113276798133
rxn05372_num1,0.0,cpd11508_c + h_c + nadph_c --> 3hoddecACP_c + nadp_c,1.1.1.100,16062.147641149288,0.0
rxn05373,0.021807877637178015,3hoddecACP_c --> 10mtd2eACP_c + h2o_c,4.2.1.-,,
rxn05374,0.0,10mtd2eACP_c + h_c + nadph_c --> 10mdACP_c + nadp_c,1.3.1.10,3571.566103919943,0.0
rxn05375_num1,0.021807877637178015,10mdACP_c + h_c + malACP_c --> 123oxtACP_c + ACP_c + co2_c,2.3.1.41,7.912547652073625,0.002756113276798133
rxn05376_num1,0.0,123oxtACP_c + h_c + nadph_c --> 12m3htdACP_c + nadp_c,1.1.1.100,16062.147641149288,0.0
rxn05377,0.021807877637178015,12m3htdACP_c --> 12methtetdec2_c + h2o_c,4.2.1.-,,
